MovieID,tmdbId,Genres,Title,overview,tagline
108727,110414.0,Drama,Nymphomaniac: Volume I (2013),,
108729,181886.0,Mystery|Thriller,Enemy (2013),A mild-mannered college professor discovers a look-alike actor and delves into the other man's private affairs.,You can't escape Yourself!
108795,15359.0,Action|Adventure|Animation|Fantasy,Wonder Woman (2009),"On the mystical island of Themyscira, a proud and fierce warrior race of Amazons have raised a daughter of untold beauty, grace and strength: Princess Diana. When an Army fighter pilot, Steve Trevor, crash-lands on the island, the rebellious and headstrong Diana defies Amazonian law by accompanying Trevor back to civilization.",Courageous princess. Fierce warrior. Legendary superhero.
108928,152760.0,Action|Drama|War,"Monuments Men, The (2014)","Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",It was the greatest art heist in history
108932,137106.0,Action|Adventure|Animation|Children|Comedy|Fantasy,The Lego Movie (2014),"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.",The story of a nobody who saved everybody.
108945,97020.0,Action|Crime|Sci-Fi|IMAX,RoboCop (2014),"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",Crime has a new enemy.
108949,209247.0,Crime,"Art of the Steal, The (2013)","Crunch Calhoun, a third-rate motorcycle daredevil and part-time art thief, teams up with his snaky brother to steal one of the most valuable books in the world. But it's not just about the book for Crunch — he's keen to rewrite some chapters of his own past as well.",It takes a great artist to pull off the perfect con
108981,249397.0,Drama|Mystery,Nymphomaniac: Volume II (2013),The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,Forget about love
109042,74461.0,Adventure|Comedy|Fantasy,Knights of Badassdom (2013),Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,'Tis about to get medieval up in here.
109161,197082.0,Drama,Venus in Fur (La Vénus à la fourrure) (2013),An enigmatic actress may have a hidden agenda when she auditions for a part in a misogynistic writer's play.,
109183,99367.0,Comedy,Date and Switch (2014),Two guys who make a pact to lose their virginity before prom find their friendship tested when one of them comes out of the closet.,Love's all about the right combination.
109187,157834.0,Drama|Fantasy|Sci-Fi,"Zero Theorem, The (2013)","A computer hacker's goal to discover the reason for human existence continually finds his work interrupted thanks to the Management; this time, they send a teenager and lusty love interest to distract him.",Nothing is Everything
109191,137321.0,Drama|Fantasy|Mystery,Winter's Tale (2014),"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",This is not a true story. This is true love.
109241,146375.0,Action|Comedy|Crime,On the Other Side of the Tracks (De l'autre côté du périph) (2012),Two mismatched cops team up to investigate the murder of a business mogul's wife.,
109282,103732.0,Documentary,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),"The year is 1986. Gorgeous Ladies of Wrestling (GLOW) is about to burst onto the scene as the first ever all-female wrestling show on television. By 1989, the GLOW girls were an international phenomenon, attracting over seven million viewers worldwide, touring the nation and making big bank for the show's producers. One year later, GLOW was gone. GLOW: THE STORY OF THE GORGEOUS LADIES OF WRESTLING chronicles the rise and fall of this hit television show through the stories of those who lived it. For some, the show was a brief foray into acting and a short-lived adventure. For others, their time in GLOW would impact and influence their lives for years to follow. For all of the women, working on GLOW was a unique and exciting experience that will bond them forever.",
109295,210047.0,Crime|Drama|Thriller,Cold Comes the Night (2013),A struggling motel owner and her daughter are taken hostage by a nearly blind career criminal to be his eyes as he attempts to retrieve his cash package from a crooked cop.,Sometimes the fight of your life comes in the dead of night.
109313,17684.0,Comedy,Chouchou (2003),"Choukri, alias Chouchou, a transvestite Maghrebi with clear eyes, comes illegally to Paris to find his nephew. Hired as an assistant by a psychotherapist, known for his good mood, he also work as a waiter in a transvestite cabaret of Clichy where he meets Stanislas.",
109317,249923.0,Comedy,Someone Marry Barry (2014),"A trio of friends scheme to find a wife for their socially inappropriate friend Barry, and end up finding a girl just like him.",
109372,222899.0,Comedy|Romance,About Last Night (2014),"Bernie and Joan are two fiery flirters who are passionate about everything from hookups to breakups and each other. When he sets up his best friend, Danny, with her roommate, Debbie, the sparks soon fly as they try to navigate the relationship minefields from the bar to the bedroom and are eventually put to the test in the real world.",It's about compromise. It's about love. It's about a good wingman.
109374,120467.0,Comedy|Drama,"Grand Budapest Hotel, The (2014)","The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",A murder case of Madam D. with enormous wealth and the most outrageous events surrounding her sudden death!
109383,84319.0,Animation|Comedy|Drama|Romance,"Oversimplification of Her Beauty, An (2012)","A quixotic artist hypothesizes about why he feels bad when a mystery girl stands him up. The event prompts him to ask: what's the content of a momentary feeling? Is it the sum of your experiences? And perhaps more importantly, are your experiences the sum of you?",
109416,21474.0,Comedy,Bring It On: Fight to the Finish (2009),"When her mother falls for a wealthy man, Lina Cruz must move in with her new stepfather and transfer from an urban East Los Angeles  public high school to an exclusive prep school in Malibu, where she struggles to fit in with her affluent new peers. After snooty cheerleading captain Avery blocks Lina from varsity, Lina recruits her best friends from her old school to help her whip the pathetic junior varsity cheerleading squad -- the Sea Lions -- into fighting shape.",
109483,225565.0,Comedy|Romance,That Awkward Moment (2014),"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",When you realize getting some means wanting more.
109487,157336.0,Sci-Fi|IMAX,Interstellar (2014),The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Mankind was born on Earth. It was never meant to die here.
109569,192102.0,Action|Crime|Drama,3 Days to Kill (2014),"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",The question is... kill or die?
109576,205724.0,Comedy,Welcome to the Jungle (2013),A company retreat on a tropical island goes terribly awry.,Unleash your inner beast!
109578,225574.0,Action|Mystery|Thriller,Non-Stop (2014),"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.",The hijacking was just the beginning
109596,85444.0,Animation|Drama,Wrinkles (Arrugas) (2011),"At an elder-care facility, a geriatric con artist tries to prevent his new friend with early Alzheimer's symptoms from being transferred to the 'lost causes' floor.",
109633,198375.0,Animation|Romance,"Garden of Words, The (Koto no ha no niwa) (2013)","Takao, who is training to become a shoemaker, skipped school and is sketching shoes in a Japanese-style garden. He meets a mysterious woman, Yukino, who is older than him. Then, without arranging the times, the two start to see each other again and again, but only on rainy days. They deepen their relationship and open up to each other. But the end of the rainy season soon approaches.",
109673,53182.0,Action|Drama|War|IMAX,300: Rise of an Empire (2014),"Greek general Themistocles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistocles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",Seize your glory!
109687,202141.0,Documentary,Particle Fever (2013),"As the Large Hadron Collider is about to be launched for the first time, physicists are on the cusp of the greatest scientific discovery of all time - or perhaps their greatest failure.","With one switch, everything changes."
109723,242076.0,Crime|Drama|Thriller,"Bag Man, The (2014)",A criminal waits in a seedy motel for his boss after killing several men to steal a bag.,The cat's in the bag.
109846,82703.0,Adventure|Animation|Comedy,Mr. Peabody & Sherman (2014),"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.",He's Leaving His Mark On History
109848,97370.0,Horror|Sci-Fi|Thriller,Under the Skin (2013),A seductive stranger prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.,
109850,136797.0,Action|Crime|Drama|IMAX,Need for Speed (2014),"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",For honor. For love. For redemption.
109853,242042.0,Comedy|Drama|Romance,Barefoot (2014),"The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He takes the naive young woman home for his brother's wedding an improbable romance blooms, as she impresses everyone with her genuine, simple charms.",She's stepping out into the world.
109864,177494.0,Comedy|Crime|Drama,Veronica Mars (2014),"Years after walking away from her past as a teenage private eye, Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.",She thought she was out.
109895,209403.0,Comedy,Bad Words (2013),"Forty-year-old misanthrope, Guy Trilby (Jason Bateman), enters the National Golden Quill Spelling Bee through a loophole in the rules.",The end justifies the mean.
109897,235260.0,Drama,Son of God (2014),"In the Holy Land, the Roman occupation has produced a cauldron of oppression, anxiety and excessive taxes levied upon the Jewish people. Fearing the wrath of Roman governor Pontius Pilate , Jewish high priest Caiaphas tries to keep control of his people. That control is threatened when Jesus arrives in Jerusalem, performing miracles and spreading messages of love and hope. Those who fear that Jesus will inspire a revolution decide that he must die.",Their Empire. His Kingdom.
109941,83201.0,Animation|Comedy,Puss in Boots: The Three Diablos (2012),"Puss in Boots is on a mission to recover the Princess' stolen ruby from the notorious French thief, Whisperer. Reluctantly accompanied by three little kittens, Three Diablos, Puss must tame them before they endanger the mission.",
109968,134350.0,Action|Drama,Why Don't You Play In Hell? (Jigoku de naze warui) (2013),"In Japan, gonzo filmmakers hatch a three-pronged plan to save an actress's career, end a yakuza war and make a hit movie.",
109971,236737.0,Comedy,Ocho apellidos vascos (2014),"Rafael, a Seville citizen who has never left the Spanish region of Andalucia, decides to leave his homeland to follow Amaia, a Basque girl unlike other women he has known.",
110102,100402.0,Action|Adventure|Sci-Fi|IMAX,Captain America: The Winter Soldier (2014),"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",In heroes we trust.
110127,86834.0,Adventure|Drama|IMAX,Noah (2014),A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,The end of the world is just the beginning.
110130,227783.0,Adventure|Animation|Children|Comedy,"Nut Job, The (2014)","Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",Let's Get Nuts!
110281,53168.0,Comedy|Drama|Romance,King of Comedy (Hei kek ji wong) (1999),"Wan Tin-Sau is an actor who cannot seem to catch a break, since his only professional jobs are limited to being a movie extra. As well as being an actor, he is also the head of his village's community center.",
110286,155084.0,Horror|Thriller,13 Sins (2014),"Drowning in debt as he's about to get married, a bright but meek salesman receives a mysterious phone call informing him that he's on a hidden-camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",You don't play the game. It plays you.
110297,145220.0,Adventure|Comedy|Crime,Muppets Most Wanted (2014),"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",Taking the world by farce
110330,119360.0,Drama,Me and you (io e te) (2012),"An introverted teenager tells his parents he is going on a ski trip, but instead spends his time alone in his mom's basement. But things didn't go as planned after his half sister joins him.",
110350,256561.0,Documentary,Free to Play (2014),"Follow three professional video game players as they overcome personal adversity, family pressures, and the realities of life to compete in a $1,000,000 tournament that could change their lives forever.",One game will change their lives.
110387,209799.0,Documentary,"Unknown Known, The (2013)","Former United States Secretary of Defense, Donald Rumsfeld, discusses his career in Washington D.C. from his days as a congressman in the early 1960s to planning the invasion of Iraq in 2003.",Why is this man smiling?
110501,180299.0,Action|Crime|Thriller,The Raid 2: Berandal (2014),"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",It's not over yet.
110541,25706.0,Action|Comedy,"Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)","A professional model, Sam Crain, is asked by her sister to smuggle a package from Europe to Portland Oregon, where she discovers that her sister is battling Chinese Shaolin Monks (not ninjas!). Fleeing the monks, Sam unwittingly involves Ed ""Brainsmasher"" Molloy, a nightclub bouncer.",
110553,102382.0,Action|Sci-Fi|IMAX,The Amazing Spider-Man 2 (2014),"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",His greatest battle begins.
110586,157832.0,Comedy|Drama,Calvary (2014),"After being threatened during a confession, a good-natured priest must battle the dark forces closing in around him.",Killing a priest on a Sunday. That’ll be a good one.
110591,157547.0,Horror,Oculus (2013),A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,You see what it wants you to see.
110603,249660.0,Drama,God's Not Dead (2014),"After he refuses to disavow his faith, a devout Christian student must prove the existence of God or else his college philosophy professor will fail him.",What do you believe?
110611,244509.0,Drama|Thriller,Cold in July (2014),"While investigating noises in his house one balmy Texas night in 1989, Richard Dane puts a bullet in the brain of a low-life burglar. Although he’s hailed as a small-town hero, Dane soon finds himself fearing for his family’s safety when Freddy’s ex-con father rolls into town, hell-bent on revenge.",How many men can one bullet kill?
110655,172385.0,Adventure|Animation|Children|Comedy,Rio 2 (2014),"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",It's on in the Amazon.
110669,262481.0,Comedy|Documentary,"Honest Liar, An (2014)","An Honest Liar tells the incredible story of the world-famous magician, escape artist, and world-renowned enemy of deception, James 'The Amazing' Randi. The film brings to life Randi's intricate investigations that publicly exposed psychics, faith healers, and con-artists with quasi-religious fervor. A master deceiver who came out of the closet at the age of 81, Randi created fictional characters, fake psychics, and even turned his partner of 25 years, Jose Alvarez, into a sham guru names Carlos.",
110718,214030.0,Comedy,Fading Gigolo (2013),"Fioravante decides to become a professional Don Juan as a way of making money to help his cash-strapped friend, Murray. With Murray acting as his ""manager"", the duo quickly finds themselves caught up in the crosscurrents of love and money.",
110730,157353.0,Drama|Sci-Fi|IMAX,Transcendence (2014),"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.","Yesterday, Dr. Will Caster was only human..."
110746,167575.0,Comedy|Horror,Hatchet III (2013),"A search and recovery team heads into Victor Crowley’s haunted swamp to pick up the pieces, and Marybeth learns the secret to ending the voodoo curse that has left Victor Crowley terrorizing Honey Island Swamp for decades.",Some Legends Never Die.
110771,193610.0,Comedy|Romance,"Other Woman, The (2014)","After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",The oddest friends are about to get even
110773,184345.0,Comedy|Horror,"Haunted House 2, A (2014)","After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.",It'll scare the #2 out of you.
110781,12242.0,Action|Animation|Children|Comedy|Musical,Mulan II (2004),"Fa Mulan gets the surprise of her young life when her love, Captain Li Shang asks for her hand in marriage. Before the two can have their happily ever after, the Emperor assigns them a secret mission, to escort three princesses to Chang'an, China. Mushu is determined to drive a wedge between the couple after he learns that he will lose his guardian job if Mulan marries into the Li family.",She's primped. She's engaged. She's back.
110826,254473.0,Action|Crime|Drama,Brick Mansions (2014),"In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",Their streets. Their rules.
110882,210479.0,Drama,Locke (2013),"Ivan Locke has worked hard to craft a good life for himself. Tonight, that life will collapse around him. On the eve of the biggest challenge of his career, Ivan receives a phone call that sets in motion a series of events that will unravel his family, job, and soul.",No turning back.
111113,195589.0,Comedy,Neighbors (2014),A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,Family vs. Frat
111146,258096.0,Action|Adventure|Animation|Children|Comedy,Alpha and Omega 3: The Great Wolf Games (2014),"Join the pack in this wild, warmhearted and totally pawsome adventure starring everyone's favorite alphas and omegas! It's time for ""The Great Wolf Games,"" when all the alphas in the packs set aside their differences for some friendly competition. When an unexpected accident puts many of our pack's star alpha wolves out of commission, a new team is assembled that includes forest friends not in the pack. Can Coach Humphrey lead his ragtag group of ""underdogs"" to victory? Find out in this thrilling movie that will leave you howling for more!","Ready, set, howl!"
111320,252680.0,Comedy,Mom's Night Out (2014),"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",What could go wrong?
111360,240832.0,Action|Sci-Fi,Lucy (2014),"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",The average person uses 10% of their brain capacity. Imagine what she could do with 100%.
111362,127585.0,Action|Adventure|Sci-Fi,X-Men: Days of Future Past (2014),The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"To save the future, they must alter the past."
111364,124905.0,Action|Adventure|Sci-Fi|IMAX,Godzilla (2014),"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.","The world ends, Godzilla begins."
111375,187596.0,Comedy,Walk of Shame (2014),"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.",Awesome night. Epic aftermath.
111384,188166.0,Thriller,Blue Ruin (2013),"When the quiet life of a beach bum is upended by dreadful news, he sets off for his childhood home to carry out an act of vengeance. However, he proves an inept assassin and finds himself in a brutal fight to protect his estranged family.",Revenge comes home
111443,212778.0,Comedy,Chef (2014),"When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love.",Starting from scratch never tasted so good.
111551,210947.0,Horror|Sci-Fi|Thriller,Afflicted (2013),Two friends' tour of Europe takes a dark turn when one of them contracts a mysterious illness. They race to find out what it is and how to cure it before the sickness consumes him completely.,Captured. On Film.
111617,232672.0,Comedy,Blended (2014),"After a divorced mom and widowed dad have a disastrous blind date and part ways, they unknowingly end up having to share the same romantic suite at an African resort for families during spring break.","Single dad, no clue. Single mom, flying solo."
111622,198277.0,Comedy|Romance,Begin Again (2013),"Gretta, a budding songwriter, finds herself alone after her boyfriend Dave ditches her. Her life gains purpose when Dan, a record label executive, notices her talent.",You're only as strong as your next move.
111659,102651.0,Action|Adventure|Children|IMAX,Maleficent (2014),"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",Don't believe the fairy tale.
111663,254474.0,Action|Comedy|Horror,Zombeavers (2014),College friends find their weekend of sex and debauchery ruined when deadly zombie beavers swarm their riverside cabin.,You'll be dammed!
111680,194722.0,Comedy|Romance,At Middleton (2013),"George is an uptight surgeon with a rebellious teenage son. Edith is a free spirit with an overachieving teenage daughter. When they meet during an admissions tour with their kids at the small, idyllic Middleton University, they decide to ditch the group. Though adversaries at first, they soon discover that the only thing better than the college tour, is the detour.",One day can change everything.
111732,137698.0,Drama|Fantasy,"Dance of Reality, The (Danza de la realidad, La) (2013)","“Having broken away from my illusory self, I was desperately seeking a path and a meaning to life.” This phrase perfectly sums up Alejandro Jodorowsky’s biographical project: reconstituting the incredible adventure of his life. Alejandro Jodorowsky was born in 1929 in Tocopilla, a coastal town on edge of the Chilean desert, where this film was shot. It was there where he discovered the fundamentals of reality, as he underwent an unhappy and alienated childhood as part of an uprooted family.",
111743,188161.0,Comedy|Western,A Million Ways to Die in the West (2014),"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",Bring protection.
111759,137113.0,Action|Sci-Fi|IMAX,Edge of Tomorrow (2014),"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",Live. Die. Repeat.
111781,177677.0,Action|Adventure|Thriller,Mission: Impossible - Rogue Nation (2015),"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",Desperate times. Desperate measures.
111785,20880.0,Action|Adventure|Fantasy,Midnight Chronicles (2009),"In the world of MIDNIGHT, it is a time of overwhelming darkness. After three ages of scheming and war, the dark god Izrador has finally defeated the heroes and armies of the free races. Now, he rules the world of Aryth with an iron fist. Enslaved under the Shadow, the race of men leads an oppressed existence, and the elves and dwarves have retreated to distant forests and mountains.",
111795,198185.0,Comedy|Drama,Million Dollar Arm (2014),"In a last-ditch effort to save his career, sports agent JB Bernstein dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.","Sometimes to win, you have to change the game."
111800,174323.0,Comedy,G.B.F. (2013),"The bitter fight for supremacy between the three most popular girls at North Gateway High takes an unexpected turn when their classmate, Tanner, is outed and becomes the school’s first openly gay student. The trio races to bag the big trend in fashion accessories, the Gay Best Friend, while Tanner must decide whether his skyrocketing popularity is more important than the friendships he is leaving behind.",Being out has never been so in.
111817,192133.0,Drama,Jimi: All Is by My Side (2013),"A drama based on Jimi Hendrix's life as he left New York City for London, where his career took off.",
111844,255268.0,Action|Drama,Bad Asses (Bad Ass 2) (2014),"Vietnam vet Frank Vega now runs an East L.A. community center where he trains young boxers to survive in and out of the ring. But when his prize student falls in with the wrong crowd and turns up dead, Frank teams up with his pal Bernie to take matters into their own fists and prove that justice never gets old.",Your're never too old to kick ass.
111913,248212.0,Drama,Lilting (2014),"A young man of Chinese-Cambodian descent dies, leaving behind his isolated mother and his lover of four years. Though the two don't share a language, they grow close through their grief.",
111921,222935.0,Drama|Romance,The Fault in Our Stars (2014),"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",Life doesn't have to be perfect for love to be extraordinary.
112006,82881.0,Action|Animation|Children,Tangled Ever After (2012),"The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?",
112070,157851.0,Drama,Maps to the Stars (2014),"Driven by an intense need for fame and validation, members of a dysfunctional Hollywood family are chasing celebrity, one another and the relentless ghosts of their pasts.",Eventually stars burn out.
112138,187017.0,Action|Comedy|Crime,22 Jump Street (2014),"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",They're not 21 anymore
112171,156022.0,Action|Crime|Thriller,"Equalizer, The (2014)","McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",What do you see when you look at me?
112175,82702.0,Action|Adventure|Animation,How to Train Your Dragon 2 (2014),"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",The training is over.
112183,194662.0,Comedy|Drama,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",How did we end up here?
112290,85350.0,Drama,Boyhood (2014),"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",12 years in the making.
112303,184098.0,Comedy|Romance,Think Like a Man Too (2014),"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",
